"Category","Keyword","Web_Page_URL","Tweet_Website","Author_Name","Author_Web_Page_URL","Tweet_Timestamp","Tweet_Content","Tweet_Image_URL","Tweet_Video_URL","Tweet_Number_of_Likes","Tweet_Number_of_Retweets","Tweet_Number_of_Reviews","Commenter_Name","Commenter_Web_Page_URL","Comment_Timestamp","Comment","Comment_Number_of_Replies","Comment_Number_of_Retweets","Comment_Number_of_Likes","User_Name","User_Web_Page_URL","User_Timestamp","User_Content","User_Number_of_Replies","User_Number_of_Retweets","User_Number_of_Likes"
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/_HS_Group/status/1191378809985097729","HSGroup","https://twitter.com/_HS_Group","1572881817","What Is Balayage? - Balayage Hair Color Highlights vs. Ombre - http://GoodHousekeeping.com  - https://www.hsgroup.info/2019/11/04/what-is-balayage-balayage-hair-color-highlights-vs-ombre-goodhousekeeping-com/ …pic.twitter.com/bHbPdlCQ2D","https://pbs.twimg.com/media/EIigtfVWkAMb4qu.jpg",,,,,,,,,,,,,,,,,,
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/HIGHLIGHT_AUs_/status/1189154319657926656","R I R I  ✨ 💜","https://twitter.com/HIGHLIGHT_AUs_","1572351457","Wanna color my hair again. But im thinking what hair color will suit me.",,,"3",,"3","Flavia Lago  💜 🐲","https://twitter.com/eFeLeBe","1572353040","I wanna color mine different green shades but gonna need tons of bleach first","1","0","0","Flavia Lago  💜 🐲","https://twitter.com/eFeLeBe","1572353459","Pleeeeeeeeeeasepic.twitter.com/GzTn5MqH7Q","0",,
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/HIGHLIGHT_AUs_/status/1189154319657926656","R I R I  ✨ 💜","https://twitter.com/HIGHLIGHT_AUs_","1572351457","Wanna color my hair again. But im thinking what hair color will suit me.",,,"3",,"3","Flavia Lago  💜 🐲","https://twitter.com/eFeLeBe","1572353040","I wanna color mine different green shades but gonna need tons of bleach first","1","0","0","R I R I  ✨ 💜","https://twitter.com/HIGHLIGHT_AUs_","1572353527","Actually it turns out not that ash gray but a bit greenish, brownish HAHAHA","1",,
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/HIGHLIGHT_AUs_/status/1189154319657926656","R I R I  ✨ 💜","https://twitter.com/HIGHLIGHT_AUs_","1572351457","Wanna color my hair again. But im thinking what hair color will suit me.",,,"3",,"3","Flavia Lago  💜 🐲","https://twitter.com/eFeLeBe","1572353040","I wanna color mine different green shades but gonna need tons of bleach first","1","0","0","Flavia Lago  💜 🐲","https://twitter.com/eFeLeBe","1572353626","It's a hard color, if you don't bleach enough it turns out weird.","1",,
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/HIGHLIGHT_AUs_/status/1189154319657926656","R I R I  ✨ 💜","https://twitter.com/HIGHLIGHT_AUs_","1572351457","Wanna color my hair again. But im thinking what hair color will suit me.",,,"3",,"3","Flavia Lago  💜 🐲","https://twitter.com/eFeLeBe","1572353040","I wanna color mine different green shades but gonna need tons of bleach first","1","0","0","R I R I  ✨ 💜","https://twitter.com/HIGHLIGHT_AUs_","1572353671","But i think i should try it again? Ash gray? Hmm",,,"1"
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/HIGHLIGHT_AUs_/status/1189154319657926656","R I R I  ✨ 💜","https://twitter.com/HIGHLIGHT_AUs_","1572351457","Wanna color my hair again. But im thinking what hair color will suit me.",,,"3",,"3","행복하세요 💜","https://twitter.com/seoblicious","1572352024","pink","1","0","1","R I R I  ✨ 💜","https://twitter.com/HIGHLIGHT_AUs_","1572352096","But i think it doesnt suit me?","2",,
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/sharonedensmith/status/1190350916450279424","Sharon Eden-Smith","https://twitter.com/sharonedensmith","1572636748","2 days ago, a young woman said my hair color & style suits me. It's my natural color complete with silver highlights. Let's do an ""aging gracefully"" #writerslift. 1. Post photo of self2. Compliment each other3. Like4. Follow5. ReTweet#WritingCommunity #weekend #BeKindpic.twitter.com/bB6vfrQX7i","https://pbs.twimg.com/media/EIT516IW4AAXm-S.jpg",,"16","1","1","Red Memo is a witch who eats turkey","https://twitter.com/RachelRedfern2","1572695511","My Halloween look pic.twitter.com/Z9ukv7BPOA","2","1","5","Sharon Eden-Smith","https://twitter.com/sharonedensmith","1572718086","Wow! You are stunning as a witch. Please don't take that the wrong way. Is the hair color for Halloween or do you wear it highlighted that way normally? The colors are great with your skin tone. I love it!","1",,"2"
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/sharonedensmith/status/1190350916450279424","Sharon Eden-Smith","https://twitter.com/sharonedensmith","1572636748","2 days ago, a young woman said my hair color & style suits me. It's my natural color complete with silver highlights. Let's do an ""aging gracefully"" #writerslift. 1. Post photo of self2. Compliment each other3. Like4. Follow5. ReTweet#WritingCommunity #weekend #BeKindpic.twitter.com/bB6vfrQX7i","https://pbs.twimg.com/media/EIT516IW4AAXm-S.jpg",,"16","1","1","Red Memo is a witch who eats turkey","https://twitter.com/RachelRedfern2","1572695511","My Halloween look pic.twitter.com/Z9ukv7BPOA","2","1","5","Red Memo is a witch who eats turkey","https://twitter.com/RachelRedfern2","1572752071","Thanks! I’m a rainbow hair girl all the way! Normally it’s more vibrant, with really bright pinks and purples, but it’s a bit washed out now because I was at the ocean a few weeks ago.",,,"1"
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/LedyzFashions/status/1189022694056103936","ledyzfashions.com","https://twitter.com/LedyzFashions","1572320075","Sandy blonde highlights. https://www.pinterest.com/pin/545920786082022830/ …",,,,,,,,,,,,,,,,,,,
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/momohairbyliz/status/1190400392166871040","MOMO HAIR","https://twitter.com/momohairbyliz","1572648544","She got out of her ordinary hair color!http://www.momohairbyliz.com #haircolor #balayage #ombre #highlights pic.twitter.com/TSqHjL44hJ","https://pbs.twimg.com/media/EIUm2L_XkAA1U-m.jpg",,,,,,,,,,,,,,,,,,
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/HIGHLIGHT_AUs_/status/1189154319657926656","R I R I  ✨ 💜","https://twitter.com/HIGHLIGHT_AUs_","1572351457","Wanna color my hair again. But im thinking what hair color will suit me.",,,"3",,"3","Flavia Lago  💜 🐲","https://twitter.com/eFeLeBe","1572353040","I wanna color mine different green shades but gonna need tons of bleach first","1","0","0","R I R I  ✨ 💜","https://twitter.com/HIGHLIGHT_AUs_","1572353247","I bleached my hair for three times HAHAHA when i colored my hair ash gray","1",,"1"
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/HIGHLIGHT_AUs_/status/1189154319657926656","R I R I  ✨ 💜","https://twitter.com/HIGHLIGHT_AUs_","1572351457","Wanna color my hair again. But im thinking what hair color will suit me.",,,"3",,"3","Flavia Lago  💜 🐲","https://twitter.com/eFeLeBe","1572353040","I wanna color mine different green shades but gonna need tons of bleach first","1","0","0","Flavia Lago  💜 🐲","https://twitter.com/eFeLeBe","1572353320","Ash grey? OMG I wanna see you, please","1",,
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/HIGHLIGHT_AUs_/status/1189154319657926656","R I R I  ✨ 💜","https://twitter.com/HIGHLIGHT_AUs_","1572351457","Wanna color my hair again. But im thinking what hair color will suit me.",,,"3",,"3","Flavia Lago  💜 🐲","https://twitter.com/eFeLeBe","1572353040","I wanna color mine different green shades but gonna need tons of bleach first","1","0","0","R I R I  ✨ 💜","https://twitter.com/HIGHLIGHT_AUs_","1572353352","HAHAAHHAA NOOOOO","1",,
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/HIGHLIGHT_AUs_/status/1189154319657926656","R I R I  ✨ 💜","https://twitter.com/HIGHLIGHT_AUs_","1572351457","Wanna color my hair again. But im thinking what hair color will suit me.",,,"3",,"3","행복하세요 💜","https://twitter.com/seoblicious","1572352024","pink","1","0","1","행복하세요 💜","https://twitter.com/seoblicious","1572352564","it willll!!!! hahaha i love pink hair","2",,"1"
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/HIGHLIGHT_AUs_/status/1189154319657926656","R I R I  ✨ 💜","https://twitter.com/HIGHLIGHT_AUs_","1572351457","Wanna color my hair again. But im thinking what hair color will suit me.",,,"3",,"3","행복하세요 💜","https://twitter.com/seoblicious","1572352024","pink","1","0","1","R I R I  ✨ 💜","https://twitter.com/HIGHLIGHT_AUs_","1572353307","I want, but idk if it will fit for me HAHA",,,
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/HIGHLIGHT_AUs_/status/1189154319657926656","R I R I  ✨ 💜","https://twitter.com/HIGHLIGHT_AUs_","1572351457","Wanna color my hair again. But im thinking what hair color will suit me.",,,"3",,"3","jinyoung's agahsse","https://twitter.com/kwangiii000","1572352281","neon green","1","0","1","R I R I  ✨ 💜","https://twitter.com/HIGHLIGHT_AUs_","1572353324","HAHAHHAH QAQU",,,
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/zo_wheeze_/status/1191008552548208644","zo :*","https://twitter.com/zo_wheeze_","1572793541","I really wanna just turn this into a thread of ladies complimenting u cause u deserve it; Ur nose highlight is always bomb, u pull off every hair color and ur art inspires me to be more passionate in my own bro",,,"14",,"1","rip zeph","https://twitter.com/zephanijong","1572802082","you're too sweet omg","1","0","8","zo :*","https://twitter.com/zo_wheeze_","1572803000","Ty ily and ur boy",,,"1"
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/salemohiosalon/status/1188638789939236865","Natural Solutions","https://twitter.com/salemohiosalon","1572228546","Openings Monday!  Michele did this great hair color and style. She has openings this week. Message us or call 330-337-0703. Color, highlights, balayage, haircut... what’s your service going to be? For a view of all… https://www.instagram.com/p/B4JQMyYng3g/?igshid=1x4j3we0mxdou …",,,,,,,,,,,,,,,,,,,
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/ABREATHOFSUN/status/1191322198243520512","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868320","A lighthearted chuckle spilled from his lips, as he rubbed the back of his head.❛ You see, I'm a bit lost and came across these beautiful flowers. It's remarkably similar to my hair color, no? ❜Holding the rose out to her, he tilted his head a bit as if to highlight his—",,,"1",,"1","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868328","—hair as he had mentioned.❛ I decided you should have it. .    It's a beautiful flower, after all. ❜","1","0","1","Ayaka Masaki","https://twitter.com/BreathOfBrushes","1572869105","""Oh..! Thank you!""A huge smile spread on her face. He's a bit silly... How cute. ""I do agree, it's very beautiful... Your hair is, too!""Carefully, she took the flower, and sniffed it for a moment. Ah.. Very nice, indeed.. ""But... You mentioned you were lost... Could I -","1",,"1"
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/ABREATHOFSUN/status/1191322198243520512","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868320","A lighthearted chuckle spilled from his lips, as he rubbed the back of his head.❛ You see, I'm a bit lost and came across these beautiful flowers. It's remarkably similar to my hair color, no? ❜Holding the rose out to her, he tilted his head a bit as if to highlight his—",,,"1",,"1","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868328","—hair as he had mentioned.❛ I decided you should have it. .    It's a beautiful flower, after all. ❜","1","0","1","Ayaka Masaki","https://twitter.com/BreathOfBrushes","1572869112","perhaps be of help?""She imitated his little gesture, tilting her head, her fluffy, lavender hair falling over her shoulder. ""Where do you need to go?""","1",,"1"
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/ABREATHOFSUN/status/1191322198243520512","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868320","A lighthearted chuckle spilled from his lips, as he rubbed the back of his head.❛ You see, I'm a bit lost and came across these beautiful flowers. It's remarkably similar to my hair color, no? ❜Holding the rose out to her, he tilted his head a bit as if to highlight his—",,,"1",,"1","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868328","—hair as he had mentioned.❛ I decided you should have it. .    It's a beautiful flower, after all. ❜","1","0","1","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572869402","❛ I do not believe I have any home to return to.   . . . Actually. ❜The male seemed to ponder something for a moment.Before his eyes narrowed slightly. It wasn't in a dangerous or threatening way, but he was about to ask something important.❛ Tell me, does the word—","1",,"1"
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/ABREATHOFSUN/status/1191322198243520512","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868320","A lighthearted chuckle spilled from his lips, as he rubbed the back of his head.❛ You see, I'm a bit lost and came across these beautiful flowers. It's remarkably similar to my hair color, no? ❜Holding the rose out to her, he tilted his head a bit as if to highlight his—",,,"1",,"1","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868328","—hair as he had mentioned.❛ I decided you should have it. .    It's a beautiful flower, after all. ❜","1","0","1","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572869409","—nichirin mean something to you, miss? ❜This would be the deciding factor on if he requested her help. There was /one/ thing he supposed he wished to see in this age.","1",,"1"
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/ABREATHOFSUN/status/1191322198243520512","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868320","A lighthearted chuckle spilled from his lips, as he rubbed the back of his head.❛ You see, I'm a bit lost and came across these beautiful flowers. It's remarkably similar to my hair color, no? ❜Holding the rose out to her, he tilted his head a bit as if to highlight his—",,,"1",,"1","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868328","—hair as he had mentioned.❛ I decided you should have it. .    It's a beautiful flower, after all. ❜","1","0","1","Ayaka Masaki","https://twitter.com/BreathOfBrushes","1572872125","She raised her eyebrows, he was homeless..? Ah... Thoughts of her own childhood crossed her mind right away... Though, they were quickly pushed into the back of her mind. She was now set on helping him. ""Nichirin? As in nichirin blades..?""Looking around for a moment, she -","1",,
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/ABREATHOFSUN/status/1191322198243520512","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868320","A lighthearted chuckle spilled from his lips, as he rubbed the back of his head.❛ You see, I'm a bit lost and came across these beautiful flowers. It's remarkably similar to my hair color, no? ❜Holding the rose out to her, he tilted his head a bit as if to highlight his—",,,"1",,"1","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868328","—hair as he had mentioned.❛ I decided you should have it. .    It's a beautiful flower, after all. ❜","1","0","1","Ayaka Masaki","https://twitter.com/BreathOfBrushes","1572872151","moved her haori aside, to reveal a sword on her hip, pulling it out just the slightest, to reveal a colorful blade.Even if she wasn't in uniform, she still carried it.""Like this one? They're special, made from ore found on a mountain closest to the sun... Why do you ask?""","1",,
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/ABREATHOFSUN/status/1191322198243520512","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868320","A lighthearted chuckle spilled from his lips, as he rubbed the back of his head.❛ You see, I'm a bit lost and came across these beautiful flowers. It's remarkably similar to my hair color, no? ❜Holding the rose out to her, he tilted his head a bit as if to highlight his—",,,"1",,"1","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868328","—hair as he had mentioned.❛ I decided you should have it. .    It's a beautiful flower, after all. ❜","1","0","1","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572872795","His eyes widened a bit at the distinct coloration of her blade, ❛ In all my years, I have not once seen a blade of this color. ❜He was in awe, actually, but he had time to think on her unique color in the future. Reaching to his side to much more obvious blade, he unsheathed—","1",,"1"
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/ABREATHOFSUN/status/1191322198243520512","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868320","A lighthearted chuckle spilled from his lips, as he rubbed the back of his head.❛ You see, I'm a bit lost and came across these beautiful flowers. It's remarkably similar to my hair color, no? ❜Holding the rose out to her, he tilted his head a bit as if to highlight his—",,,"1",,"1","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868328","—hair as he had mentioned.❛ I decided you should have it. .    It's a beautiful flower, after all. ❜","1","0","1","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572872803","—it a bit as well, revealing a deep crimson colored blade. He also possessed a nichirin sword. The next question he asked the girl, however, was rather odd.❛ Are we still in the Sengoku era? ❜","1",,"1"
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/ABREATHOFSUN/status/1191322198243520512","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868320","A lighthearted chuckle spilled from his lips, as he rubbed the back of his head.❛ You see, I'm a bit lost and came across these beautiful flowers. It's remarkably similar to my hair color, no? ❜Holding the rose out to her, he tilted his head a bit as if to highlight his—",,,"1",,"1","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868328","—hair as he had mentioned.❛ I decided you should have it. .    It's a beautiful flower, after all. ❜","1","0","1","Ayaka Masaki","https://twitter.com/BreathOfBrushes","1572874830","""R... Really..? I'm... Not sure what it means... When my swordsmith saw it, she completely freaked out, as if we'd struck gold..!""She was, very obviously, proud of her blade. The reactions it elicited, and the aura that hung around it were all special to her.But, his blade..-","1",,
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/ABREATHOFSUN/status/1191322198243520512","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868320","A lighthearted chuckle spilled from his lips, as he rubbed the back of his head.❛ You see, I'm a bit lost and came across these beautiful flowers. It's remarkably similar to my hair color, no? ❜Holding the rose out to her, he tilted his head a bit as if to highlight his—",,,"1",,"1","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868328","—hair as he had mentioned.❛ I decided you should have it. .    It's a beautiful flower, after all. ❜","1","0","1","Ayaka Masaki","https://twitter.com/BreathOfBrushes","1572874861","That blade... She'd only seen that type of coloration once before... What a color... Crimson red, huh... Amazing...""A-ah..? Wait... Are you forreal..?""The Sengoku era...? That was almost 400 years ago..!Her eyes widened this time, he had to be joking, right?""N.. No..? -","1",,
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/ABREATHOFSUN/status/1191322198243520512","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868320","A lighthearted chuckle spilled from his lips, as he rubbed the back of his head.❛ You see, I'm a bit lost and came across these beautiful flowers. It's remarkably similar to my hair color, no? ❜Holding the rose out to her, he tilted his head a bit as if to highlight his—",,,"1",,"1","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868328","—hair as he had mentioned.❛ I decided you should have it. .    It's a beautiful flower, after all. ❜","1","0","1","Ayaka Masaki","https://twitter.com/BreathOfBrushes","1572874867","It's the Taisho era... Are... Are you alright..?""She was sure it was a joke. Or he had some sort of head trauma. It was a little concerning to say the least...","1",,
"Top","hair color highlights","https://twitter.com/search?q=hair%20color%20highlights&src=typd","https://twitter.com/ABREATHOFSUN/status/1191322198243520512","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868320","A lighthearted chuckle spilled from his lips, as he rubbed the back of his head.❛ You see, I'm a bit lost and came across these beautiful flowers. It's remarkably similar to my hair color, no? ❜Holding the rose out to her, he tilted his head a bit as if to highlight his—",,,"1",,"1","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572868328","—hair as he had mentioned.❛ I decided you should have it. .    It's a beautiful flower, after all. ❜","1","0","1","—Yᴏʀɪɪᴄʜɪ.","https://twitter.com/ABREATHOFSUN","1572875733","❛ The Taisho era? So it seems much time has passed since I was last alive. ❜His brows had furrowed. Judging from her reaction, the Sengoku era must've been old to her standards. It would certainly explain the mark change in technology he had already noticed in the country—","1",,"1"
